Feature,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Target,Target.1,Target.2,Target.3,Target.4,Target.5,Target.6,Target.7
0.30048,0.50435,0.48521,0.50341,0.49187,0.48892,0.70321,0.51194,0.32525,0.35525,0.49515,0.51101,0.34844,0.67372,0.49612,0.48828
0.30053,0.50413,0.48554,0.50317,0.49166,0.48826,0.70421,0.51308,0.32556,0.35495,0.4954,0.51166,0.34794,0.67501,0.49632,0.48713
0.30039,0.5037,0.48736,0.50415,0.49269,0.4887,0.70324,0.51283,0.3245,0.3557,0.49581,0.51121,0.35074,0.67545,0.49535,0.48742
0.30144,0.50414,0.48699,0.50367,0.49343,0.48898,0.70167,0.51188,0.32502,0.35722,0.49536,0.51094,0.35143,0.67362,0.49586,0.48835
0.30188,0.50416,0.48685,0.50318,0.49328,0.4885,0.70221,0.51257,0.32568,0.35732,0.49536,0.51143,0.35075,0.6741,0.49633,0.48763
0.30177,0.50374,0.48834,0.50391,0.49398,0.48867,0.70177,0.51273,0.32495,0.35778,0.49578,0.51124,0.35274,0.67482,0.4956,0.4875
0.30256,0.50399,0.48846,0.50378,0.49487,0.48901,0.70026,0.51192,0.32505,0.35921,0.49551,0.51091,0.35397,0.67343,0.49575,0.48831
0.30321,0.50415,0.48818,0.50321,0.49489,0.48869,0.70035,0.51224,0.3258,0.35966,0.49536,0.51124,0.35346,0.67334,0.49631,0.48797
0.3032,0.50383,0.4893,0.50365,0.49533,0.48868,0.70022,0.51259,0.32542,0.35996,0.49569,0.51123,0.35478,0.6741,0.49585,0.48763
0.30378,0.50392,0.48974,0.50376,0.49622,0.489,0.69893,0.512,0.32529,0.36121,0.49558,0.51092,0.35621,0.67318,0.49577,0.48823
0.30452,0.50414,0.48948,0.50325,0.49642,0.48883,0.69867,0.51205,0.32597,0.36192,0.49537,0.5111,0.35603,0.67276,0.49627,0.48816
0.30465,0.50392,0.49027,0.50345,0.4967,0.48872,0.69866,0.51246,0.32589,0.36218,0.49559,0.5112,0.35686,0.67339,0.49607,0.48776
0.30508,0.50391,0.4909,0.50367,0.49752,0.48897,0.69764,0.5121,0.32565,0.36322,0.4956,0.51095,0.35829,0.67288,0.49586,0.48813
0.30583,0.50411,0.49077,0.50329,0.49787,0.48891,0.69714,0.51198,0.32621,0.36408,0.49539,0.51102,0.35844,0.67232,0.49624,0.48824
0.3061,0.50401,0.49131,0.5033,0.49807,0.48876,0.69712,0.51234,0.32634,0.36439,0.4955,0.51117,0.35899,0.67274,0.49622,0.48787
0.30643,0.50393,0.49198,0.50355,0.49877,0.48892,0.69634,0.51218,0.32611,0.36523,0.49558,0.511,0.36029,0.67252,0.49598,0.48804
0.30714,0.5041,0.49202,0.50331,0.49923,0.48894,0.69572,0.51199,0.32653,0.36616,0.49541,0.51098,0.36074,0.67197,0.49622,0.48822
0.30751,0.50407,0.4924,0.50322,0.49942,0.48879,0.69561,0.51226,0.32679,0.36655,0.49544,0.51113,0.36117,0.67218,0.49631,0.48795
0.3078,0.50397,0.49305,0.50343,0.50001,0.48888,0.69503,0.51225,0.32661,0.36725,0.49554,0.51104,0.36229,0.67214,0.49609,0.48797
0.30845,0.50408,0.49325,0.50332,0.50052,0.48894,0.69437,0.51205,0.3269,0.36818,0.49542,0.51099,0.36294,0.67167,0.49621,0.48817
0.3089,0.5041,0.49353,0.50318,0.50074,0.48882,0.69415,0.51222,0.32722,0.36865,0.4954,0.51111,0.36337,0.6717,0.49634,0.48799
0.30919,0.50401,0.49412,0.50334,0.50124,0.48884,0.69369,0.51229,0.32712,0.36926,0.49549,0.51109,0.36432,0.67173,0.49618,0.48793
0.30977,0.50407,0.49444,0.50332,0.50177,0.48891,0.69306,0.51212,0.32732,0.37015,0.49543,0.51101,0.3651,0.67138,0.49621,0.48809
0.31026,0.50412,0.4947,0.50318,0.50202,0.48883,0.69272,0.5122,0.32765,0.3707,0.49539,0.5111,0.36558,0.67128,0.49635,0.48801
0.31056,0.50405,0.49521,0.50327,0.50245,0.48881,0.69233,0.51231,0.32763,0.37127,0.49546,0.51112,0.36639,0.67131,0.49625,0.4879
0.31109,0.50407,0.4956,0.50331,0.50298,0.48888,0.69175,0.51219,0.32777,0.37209,0.49544,0.51105,0.36722,0.67107,0.49622,0.48802
0.31159,0.50412,0.49588,0.50319,0.50327,0.48883,0.69132,0.5122,0.32808,0.37269,0.49539,0.5111,0.36779,0.67089,0.49633,0.488
0.31192,0.50407,0.49631,0.50324,0.50367,0.48879,0.69094,0.51231,0.32812,0.37325,0.49544,0.51114,0.36849,0.67088,0.49629,0.4879
0.31241,0.50407,0.49674,0.5033,0.50416,0.48884,0.69043,0.51224,0.32824,0.37402,0.49544,0.51109,0.36932,0.67073,0.49623,0.48797
0.31291,0.50411,0.49706,0.50322,0.50449,0.48882,0.68994,0.51222,0.32851,0.37465,0.4954,0.51111,0.36998,0.67052,0.49631,0.48799
0.31327,0.50409,0.49742,0.50322,0.50487,0.48878,0.68955,0.51231,0.3286,0.37521,0.49542,0.51115,0.37063,0.67045,0.49631,0.4879
0.31373,0.50407,0.49786,0.50328,0.50534,0.48881,0.68909,0.51228,0.32872,0.37594,0.49544,0.51112,0.37142,0.67036,0.49625,0.48793
0.31421,0.5041,0.49821,0.50324,0.50568,0.48881,0.68857,0.51224,0.32895,0.37657,0.49541,0.51112,0.37215,0.67015,0.49629,0.48797
0.3146,0.50409,0.49854,0.50321,0.50606,0.48877,0.68815,0.5123,0.32907,0.37716,0.49542,0.51116,0.37278,0.67002,0.49631,0.48791
0.31505,0.50407,0.49897,0.50327,0.5065,0.48878,0.68773,0.5123,0.3292,0.37784,0.49544,0.51115,0.37352,0.66996,0.49626,0.48791
0.31552,0.50409,0.49935,0.50325,0.50686,0.4888,0.6872,0.51225,0.32941,0.37848,0.49542,0.51114,0.3743,0.66977,0.49628,0.48796
0.31592,0.50409,0.49966,0.50322,0.50724,0.48876,0.68675,0.51229,0.32953,0.37908,0.49542,0.51117,0.37492,0.66959,0.49631,0.48792
0.31637,0.50407,0.50005,0.50325,0.50765,0.48876,0.68635,0.51231,0.32968,0.37975,0.49544,0.51117,0.37562,0.66953,0.49627,0.4879
0.31682,0.50408,0.50046,0.50325,0.50801,0.48878,0.68583,0.51227,0.32987,0.38036,0.49543,0.51115,0.37641,0.66936,0.49628,0.48794
0.31723,0.50409,0.50076,0.50322,0.5084,0.48876,0.68535,0.51228,0.33,0.38098,0.49542,0.51118,0.37705,0.66915,0.49631,0.48793
0.31769,0.50407,0.50113,0.50324,0.5088,0.48875,0.68497,0.5123,0.33017,0.38164,0.49544,0.51118,0.37771,0.66908,0.49629,0.4879
0.31813,0.50407,0.50155,0.50325,0.50915,0.48877,0.68446,0.51228,0.33035,0.38224,0.49544,0.51117,0.3785,0.66893,0.49628,0.48793
0.31854,0.50408,0.50184,0.50323,0.50954,0.48875,0.68396,0.51227,0.33048,0.38287,0.49543,0.51118,0.37915,0.6687,0.49631,0.48793
0.319,0.50407,0.50219,0.50323,0.50993,0.48874,0.68358,0.5123,0.33066,0.38352,0.49544,0.51119,0.37978,0.66862,0.4963,0.48791
0.31943,0.50407,0.50261,0.50325,0.51028,0.48875,0.68309,0.51228,0.33084,0.38411,0.49545,0.51118,0.38057,0.66849,0.49629,0.48793
0.31985,0.50408,0.50291,0.50323,0.51067,0.48875,0.68258,0.51227,0.33096,0.38474,0.49544,0.51119,0.38124,0.66825,0.49631,0.48794
0.32031,0.50407,0.50324,0.50322,0.51105,0.48874,0.68219,0.51229,0.33116,0.38539,0.49544,0.5112,0.38185,0.66815,0.49631,0.48792
0.32074,0.50406,0.50365,0.50324,0.51138,0.48874,0.68171,0.51228,0.33134,0.38596,0.49545,0.5112,0.38262,0.66802,0.4963,0.48792
0.32115,0.50407,0.50395,0.50322,0.51178,0.48874,0.6812,0.51227,0.33146,0.38659,0.49544,0.5112,0.38329,0.66778,0.49631,0.48794
0.32162,0.50407,0.50427,0.50321,0.51216,0.48873,0.6808,0.51228,0.33167,0.38724,0.49544,0.51121,0.3839,0.66767,0.49632,0.48792
0.32205,0.50406,0.50467,0.50322,0.51248,0.48873,0.68034,0.51228,0.33186,0.3878,0.49545,0.51121,0.38465,0.66755,0.49631,0.48792
0.32245,0.50407,0.50498,0.50322,0.51287,0.48873,0.67983,0.51227,0.33197,0.38843,0.49545,0.5112,0.38533,0.66731,0.49632,0.48793
0.32293,0.50407,0.50529,0.50321,0.51325,0.48873,0.67942,0.51228,0.33218,0.38908,0.49545,0.51121,0.38592,0.66718,0.49633,0.48793
0.32335,0.50406,0.50568,0.50321,0.51356,0.48872,0.67897,0.51228,0.33238,0.38963,0.49545,0.51122,0.38666,0.66706,0.49632,0.48792
0.32375,0.50407,0.50599,0.50321,0.51395,0.48873,0.67846,0.51227,0.33249,0.39025,0.49545,0.51121,0.38734,0.66683,0.49633,0.48793
0.32423,0.50407,0.50629,0.5032,0.51432,0.48872,0.67805,0.51227,0.33271,0.3909,0.49545,0.51122,0.38793,0.66669,0.49634,0.48793
0.32465,0.50406,0.50667,0.5032,0.51462,0.48872,0.67759,0.51228,0.33291,0.39145,0.49545,0.51123,0.38865,0.66657,0.49634,0.48792
0.32505,0.50406,0.50698,0.5032,0.515,0.48872,0.67709,0.51228,0.33302,0.39205,0.49545,0.51122,0.38932,0.66634,0.49634,0.48793
0.32553,0.50407,0.50727,0.50319,0.51537,0.48871,0.67668,0.51227,0.33324,0.3927,0.49545,0.51123,0.38992,0.66619,0.49635,0.48793
0.32595,0.50406,0.50765,0.50319,0.51567,0.48871,0.67623,0.51228,0.33345,0.39324,0.49545,0.51123,0.39063,0.66606,0.49635,0.48792
0.32635,0.50406,0.50795,0.50319,0.51604,0.48871,0.67573,0.51228,0.33357,0.39384,0.49545,0.51123,0.39129,0.66584,0.49635,0.48793
0.32682,0.50406,0.50825,0.50318,0.51641,0.4887,0.67531,0.51228,0.33378,0.39449,0.49545,0.51124,0.39189,0.66569,0.49635,0.48793
0.32725,0.50406,0.50861,0.50318,0.5167,0.4887,0.67486,0.51228,0.334,0.39503,0.49545,0.51124,0.39259,0.66556,0.49636,0.48792
0.32764,0.50406,0.50891,0.50318,0.51707,0.4887,0.67437,0.51228,0.33412,0.39561,0.49546,0.51125,0.39325,0.66533,0.49636,0.48792
0.32812,0.50406,0.5092,0.50318,0.51743,0.4887,0.67395,0.51228,0.33433,0.39625,0.49545,0.51125,0.39384,0.66518,0.49636,0.48792
0.32854,0.50406,0.50956,0.50317,0.51771,0.48869,0.6735,0.51228,0.33455,0.39679,0.49545,0.51125,0.39453,0.66504,0.49637,0.48792
0.32894,0.50406,0.50985,0.50317,0.51807,0.48869,0.67301,0.51228,0.33468,0.39737,0.49546,0.51126,0.39518,0.66482,0.49637,0.48792
0.32941,0.50406,0.51014,0.50317,0.51843,0.48869,0.6726,0.51228,0.33489,0.39801,0.49546,0.51126,0.39577,0.66467,0.49637,0.48792
0.32983,0.50406,0.51049,0.50316,0.51871,0.48868,0.67215,0.51228,0.33512,0.39854,0.49546,0.51126,0.39646,0.66452,0.49638,0.48792
0.33022,0.50406,0.51078,0.50316,0.51907,0.48868,0.67166,0.51228,0.33524,0.39912,0.49546,0.51127,0.3971,0.66429,0.49638,0.48792
0.33069,0.50406,0.51107,0.50316,0.51942,0.48868,0.67125,0.51228,0.33546,0.39974,0.49546,0.51127,0.39769,0.66414,0.49638,0.48792
0.33112,0.50406,0.51142,0.50316,0.5197,0.48867,0.67079,0.51228,0.33569,0.40027,0.49546,0.51127,0.39837,0.66399,0.49639,0.48792
0.33151,0.50406,0.5117,0.50315,0.52004,0.48867,0.67031,0.51229,0.33582,0.40084,0.49546,0.51127,0.399,0.66376,0.49639,0.48791
0.33198,0.50406,0.51198,0.50315,0.52039,0.48867,0.6699,0.51229,0.33604,0.40146,0.49546,0.51128,0.39958,0.66361,0.49639,0.48791
0.3324,0.50406,0.51232,0.50315,0.52066,0.48867,0.66945,0.51229,0.33627,0.40199,0.49546,0.51128,0.40026,0.66346,0.49639,0.48791
0.33279,0.50406,0.5126,0.50315,0.52101,0.48866,0.66896,0.51229,0.3364,0.40255,0.49546,0.51128,0.40089,0.66323,0.4964,0.48791
0.33326,0.50406,0.51288,0.50314,0.52135,0.48866,0.66855,0.51229,0.33662,0.40317,0.49546,0.51129,0.40147,0.66307,0.4964,0.48791
0.33368,0.50406,0.51321,0.50314,0.52162,0.48866,0.6681,0.51229,0.33685,0.40369,0.49546,0.51129,0.40214,0.66292,0.4964,0.48791
0.33407,0.50406,0.51349,0.50314,0.52195,0.48865,0.66762,0.51229,0.33699,0.40425,0.49546,0.51129,0.40276,0.66268,0.4964,0.48791
0.33453,0.50406,0.51376,0.50314,0.52229,0.48865,0.66721,0.51229,0.33722,0.40486,0.49546,0.5113,0.40333,0.66252,0.49641,0.48791
0.33496,0.50406,0.51409,0.50313,0.52255,0.48865,0.66676,0.51229,0.33745,0.40537,0.49546,0.5113,0.404,0.66237,0.49641,0.48791
0.33534,0.50406,0.51436,0.50313,0.52288,0.48865,0.66628,0.51229,0.33759,0.40593,0.49547,0.5113,0.40461,0.66213,0.49641,0.48791
0.3358,0.50405,0.51463,0.50313,0.52321,0.48864,0.66587,0.51229,0.33782,0.40653,0.49547,0.51131,0.40518,0.66197,0.49642,0.48791
0.33623,0.50405,0.51495,0.50313,0.52347,0.48864,0.66542,0.51229,0.33805,0.40704,0.49547,0.51131,0.40584,0.66181,0.49642,0.48791
0.33662,0.50405,0.51522,0.50312,0.5238,0.48864,0.66494,0.51229,0.3382,0.40759,0.49547,0.51131,0.40645,0.66157,0.49642,0.48791
0.87565,0.10072,0.40701,0.55547,0.46356,0.51781,0.19859,0.89942,0.85163,0.69275,0.8993,0.46639,0.59815,0.24663,0.43108,0.10054
0.26716,0.48956,0.7621,0.3103,0.78948,0.28242,0.7584,0.51199,0.10166,0.55777,0.51688,0.71818,0.5566,0.89643,0.69007,0.48067
0.10433,0.61577,0.45477,0.51127,0.49719,0.4757,0.89512,0.3994,0.14629,0.23676,0.38375,0.52858,0.18932,0.8032,0.4919,0.60181
0.26599,0.51054,0.4,0.55006,0.37991,0.55833,0.72444,0.52297,0.36339,0.2442,0.48661,0.4414,0.25484,0.63791,0.44887,0.47902
0.32295,0.4654,0.48547,0.50103,0.48695,0.48888,0.70261,0.54216,0.3462,0.36206,0.53423,0.50953,0.34588,0.67876,0.4975,0.4578
0.26341,0.50742,0.498,0.48994,0.51925,0.46772,0.73911,0.51033,0.2717,0.35142,0.49276,0.53244,0.33237,0.71196,0.50968,0.48939
0.25331,0.5165,0.47541,0.50107,0.4809,0.49013,0.75087,0.50483,0.28818,0.31467,0.4829,0.51025,0.30442,0.70682,0.49869,0.49535
0.26984,0.50287,0.47403,0.5078,0.47661,0.49424,0.73953,0.51514,0.30532,0.32134,0.49645,0.50558,0.31144,0.69854,0.49158,0.48525
0.27377,0.50129,0.48156,0.50395,0.48869,0.48908,0.73266,0.51437,0.30071,0.33381,0.4982,0.51072,0.3232,0.69718,0.49548,0.48587
0.26989,0.50569,0.48041,0.50089,0.48951,0.48651,0.73694,0.51242,0.2973,0.33207,0.49388,0.51348,0.31851,0.6995,0.49862,0.48771
0.26783,0.50519,0.48144,0.50336,0.48622,0.48832,0.73919,0.51383,0.29733,0.32774,0.49432,0.51163,0.31847,0.70263,0.49609,0.48639
0.2705,0.5038,0.48278,0.5048,0.48788,0.48986,0.73523,0.51242,0.29832,0.3311,0.49566,0.51003,0.32307,0.70002,0.49469,0.48787
0.27207,0.50465,0.48135,0.50283,0.48887,0.48858,0.73422,0.5123,0.29949,0.3331,0.49485,0.51135,0.32186,0.69796,0.49668,0.4879
0.27091,0.5043,0.48297,0.50317,0.48858,0.48793,0.73605,0.51385,0.29859,0.3318,0.49522,0.51199,0.32221,0.70096,0.49628,0.48637
0.27118,0.50391,0.48491,0.50451,0.48994,0.48904,0.73403,0.51266,0.29759,0.33322,0.49558,0.51086,0.32604,0.70045,0.49498,0.48762
0.27278,0.50456,0.48367,0.50339,0.49037,0.48899,0.73257,0.51185,0.29899,0.33487,0.49493,0.51094,0.32562,0.69809,0.49613,0.48838
0.27272,0.50422,0.48423,0.50326,0.49018,0.48825,0.73372,0.51321,0.29918,0.33447,0.49529,0.51167,0.32524,0.69973,0.49622,0.48701
0.27264,0.50378,0.48627,0.50436,0.49143,0.48882,0.73244,0.51278,0.29798,0.33547,0.49571,0.51108,0.32853,0.70003,0.49513,0.48749
0.27388,0.50432,0.48573,0.50371,0.49216,0.48907,0.73079,0.51177,0.29872,0.33712,0.49516,0.51085,0.32908,0.69798,0.49581,0.48848
0.27427,0.50426,0.48572,0.50326,0.49198,0.4885,0.73149,0.51265,0.29936,0.33714,0.49525,0.51142,0.32841,0.69872,0.49624,0.48757
0.27419,0.50379,0.48745,0.50413,0.49287,0.48876,0.73081,0.51271,0.29848,0.33779,0.49571,0.51114,0.33086,0.6994,0.49536,0.48755
0.27515,0.50414,0.48745,0.50387,0.49381,0.48911,0.72914,0.51179,0.29874,0.3394,0.49535,0.5108,0.33206,0.69776,0.49565,0.48847
0.2758,0.50426,0.48723,0.50329,0.49379,0.4887,0.72937,0.51226,0.29952,0.3398,0.49524,0.51122,0.33151,0.69785,0.49622,0.48797
0.27579,0.50387,0.48859,0.50387,0.49439,0.48876,0.72908,0.51257,0.299,0.34022,0.49563,0.51114,0.33321,0.69865,0.49563,0.48768
0.27652,0.50403,0.48897,0.50389,0.49537,0.48911,0.72759,0.51185,0.29896,0.34168,0.49545,0.5108,0.33471,0.69748,0.49563,0.4884
0.27731,0.50424,0.48872,0.50333,0.49554,0.48886,0.72742,0.51201,0.29972,0.34238,0.49525,0.51105,0.33445,0.69716,0.49619,0.48822
0.27743,0.50397,0.48973,0.50364,0.49594,0.48879,0.72732,0.51243,0.29952,0.34272,0.49553,0.51112,0.33559,0.69787,0.49587,0.48781
0.27798,0.504,0.49034,0.50382,0.49687,0.48909,0.72609,0.51194,0.29933,0.34397,0.49549,0.51082,0.33717,0.69714,0.4957,0.48831
0.27881,0.50422,0.49018,0.50337,0.49721,0.48897,0.72563,0.51189,0.29999,0.34487,0.49527,0.51095,0.33724,0.69661,0.49616,0.48834
0.27907,0.50406,0.4909,0.50347,0.49749,0.48883,0.72556,0.5123,0.30004,0.34522,0.49544,0.51108,0.33802,0.69713,0.49604,0.48794
0.2795,0.50401,0.49162,0.50371,0.49832,0.48904,0.72459,0.51203,0.29981,0.34626,0.49548,0.51087,0.33951,0.69675,0.49581,0.48821
0.28031,0.5042,0.49162,0.50339,0.49878,0.48903,0.72396,0.51187,0.30033,0.34727,0.49529,0.51089,0.3399,0.69616,0.49614,0.48836
0.28068,0.50413,0.49213,0.50335,0.49903,0.48887,0.72384,0.5122,0.30056,0.34769,0.49537,0.51105,0.34049,0.69648,0.49616,0.48803
0.28105,0.50404,0.49286,0.50359,0.49974,0.489,0.72308,0.51211,0.30035,0.34856,0.49545,0.51091,0.34182,0.69632,0.49593,0.48813
0.28181,0.50418,0.49302,0.50341,0.50029,0.48904,0.72238,0.5119,0.30074,0.3496,0.4953,0.51088,0.34246,0.69578,0.49612,0.48833
0.28227,0.50418,0.49341,0.50329,0.50053,0.4889,0.72216,0.51214,0.30106,0.3501,0.49531,0.51102,0.34299,0.69589,0.49623,0.48809
0.28262,0.50408,0.49409,0.50349,0.50115,0.48896,0.72156,0.51216,0.30092,0.35086,0.49541,0.51096,0.34414,0.69586,0.49603,0.48808
0.28331,0.50417,0.49438,0.50341,0.50173,0.48902,0.72085,0.51197,0.3012,0.35187,0.49532,0.5109,0.34494,0.69542,0.49612,0.48826
0.28383,0.50421,0.49472,0.50327,0.502,0.48892,0.72051,0.5121,0.30156,0.35245,0.49529,0.51101,0.3455,0.69538,0.49625,0.48812
0.28418,0.50412,0.49532,0.50341,0.50254,0.48892,0.72001,0.51219,0.3015,0.35314,0.49537,0.511,0.3465,0.69538,0.49611,0.48804
0.28481,0.50417,0.49572,0.5034,0.50312,0.48899,0.71933,0.51204,0.3017,0.3541,0.49532,0.51093,0.34738,0.69505,0.49612,0.48819
0.28537,0.50422,0.49605,0.50327,0.50344,0.48892,0.7189,0.5121,0.30205,0.35475,0.49528,0.511,0.34801,0.69491,0.49625,0.48813
0.28574,0.50415,0.49657,0.50335,0.50392,0.4889,0.71844,0.5122,0.30206,0.3554,0.49534,0.51103,0.34888,0.6949,0.49617,0.48802
0.28632,0.50416,0.49702,0.50339,0.50449,0.48896,0.71782,0.5121,0.30223,0.35631,0.49533,0.51097,0.3498,0.69467,0.49613,0.48813
0.28689,0.50421,0.49738,0.50329,0.50484,0.48892,0.71731,0.5121,0.30255,0.357,0.49528,0.51101,0.35051,0.69447,0.49624,0.48812
0.28729,0.50417,0.49783,0.50332,0.50529,0.48888,0.71685,0.51221,0.30262,0.35765,0.49532,0.51105,0.3513,0.69441,0.4962,0.48802
0.28783,0.50416,0.49831,0.50338,0.50583,0.48892,0.71629,0.51215,0.30277,0.3585,0.49533,0.511,0.3522,0.69425,0.49615,0.48808
0.28839,0.50421,0.49869,0.5033,0.50621,0.48891,0.71573,0.51212,0.30306,0.35921,0.49529,0.51102,0.35298,0.69403,0.49622,0.48811
0.28881,0.50418,0.4991,0.5033,0.50665,0.48887,0.71526,0.5122,0.30317,0.35987,0.49531,0.51106,0.35373,0.69391,0.49622,0.48803
0.28934,0.50416,0.49957,0.50336,0.50716,0.48889,0.71474,0.51218,0.30332,0.36068,0.49533,0.51104,0.35459,0.6938,0.49616,0.48805
0.28988,0.50419,0.49999,0.50332,0.50756,0.48889,0.71416,0.51213,0.30358,0.3614,0.4953,0.51103,0.35544,0.69358,0.49621,0.48809
0.29033,0.50419,0.50036,0.5033,0.50799,0.48886,0.71366,0.51219,0.30371,0.36207,0.49531,0.51107,0.35616,0.69341,0.49623,0.48803
0.29085,0.50416,0.50082,0.50335,0.50848,0.48887,0.71318,0.51219,0.30388,0.36285,0.49533,0.51106,0.35698,0.69332,0.49618,0.48803
0.29138,0.50418,0.50126,0.50333,0.50888,0.48888,0.7126,0.51215,0.30411,0.36356,0.49531,0.51105,0.35786,0.69312,0.4962,0.48808
0.29184,0.50419,0.50161,0.5033,0.50931,0.48885,0.71207,0.51218,0.30426,0.36425,0.49531,0.51108,0.35858,0.6929,0.49623,0.48804
0.29236,0.50416,0.50205,0.50333,0.50978,0.48885,0.71161,0.5122,0.30444,0.36501,0.49533,0.51108,0.35936,0.69282,0.49619,0.48803
0.29287,0.50417,0.5025,0.50333,0.51018,0.48886,0.71103,0.51216,0.30466,0.36571,0.49532,0.51107,0.36025,0.69263,0.4962,0.48806
0.29333,0.50418,0.50285,0.5033,0.51062,0.48884,0.71048,0.51217,0.30481,0.36641,0.49531,0.51109,0.36099,0.69239,0.49623,0.48805
0.29386,0.50416,0.50326,0.50332,0.51107,0.48883,0.71003,0.5122,0.30501,0.36716,0.49533,0.5111,0.36173,0.6923,0.49621,0.48803
0.29436,0.50417,0.50372,0.50333,0.51147,0.48885,0.70946,0.51217,0.30522,0.36784,0.49533,0.51108,0.36262,0.69213,0.4962,0.48805
0.29483,0.50418,0.50406,0.5033,0.51191,0.48884,0.70889,0.51217,0.30536,0.36855,0.49532,0.5111,0.36337,0.69187,0.49623,0.48805
0.29536,0.50417,0.50445,0.50331,0.51235,0.48882,0.70844,0.51219,0.30558,0.36929,0.49533,0.51111,0.36408,0.69176,0.49622,0.48803
0.29585,0.50416,0.50492,0.50332,0.51273,0.48883,0.70789,0.51218,0.30579,0.36995,0.49534,0.5111,0.36497,0.69161,0.49621,0.48805
0.29632,0.50417,0.50526,0.5033,0.51318,0.48883,0.70731,0.51217,0.30593,0.37067,0.49533,0.5111,0.36572,0.69134,0.49623,0.48806
0.29685,0.50416,0.50563,0.5033,0.51361,0.48882,0.70686,0.51218,0.30616,0.37141,0.49533,0.51112,0.36642,0.69121,0.49623,0.48804
0.29734,0.50416,0.50609,0.50331,0.51398,0.48882,0.70633,0.51218,0.30638,0.37206,0.49534,0.51111,0.36729,0.69107,0.49622,0.48805
0.29781,0.50417,0.50644,0.5033,0.51443,0.48882,0.70574,0.51217,0.30651,0.37276,0.49533,0.51111,0.36805,0.6908,0.49623,0.48806
0.29835,0.50416,0.50679,0.50329,0.51485,0.48881,0.70528,0.51218,0.30675,0.37351,0.49534,0.51112,0.36874,0.69066,0.49624,0.48804
0.29883,0.50416,0.50724,0.5033,0.51522,0.48881,0.70476,0.51218,0.30697,0.37415,0.49534,0.51112,0.36959,0.69052,0.49623,0.48804
0.29929,0.50416,0.50759,0.50329,0.51566,0.48881,0.70417,0.51217,0.30711,0.37485,0.49534,0.51112,0.37035,0.69025,0.49624,0.48805
0.29984,0.50416,0.50794,0.50328,0.51608,0.4888,0.70371,0.51217,0.30735,0.37559,0.49534,0.51113,0.37104,0.69009,0.49625,0.48805
0.30032,0.50416,0.50838,0.50328,0.51643,0.4888,0.70319,0.51218,0.30758,0.37622,0.49534,0.51114,0.37187,0.68995,0.49625,0.48804
0.30078,0.50416,0.50873,0.50328,0.51686,0.4888,0.70261,0.51217,0.30771,0.37691,0.49534,0.51113,0.37263,0.68969,0.49625,0.48805
0.30132,0.50416,0.50907,0.50327,0.51728,0.48879,0.70214,0.51217,0.30796,0.37765,0.49534,0.51114,0.37331,0.68952,0.49626,0.48805
0.30181,0.50416,0.5095,0.50327,0.51763,0.48879,0.70163,0.51218,0.3082,0.37827,0.49534,0.51115,0.37413,0.68938,0.49626,0.48804
0.30226,0.50416,0.50984,0.50327,0.51805,0.48879,0.70105,0.51217,0.30833,0.37895,0.49534,0.51115,0.37489,0.68911,0.49626,0.48805
0.3028,0.50416,0.51018,0.50326,0.51847,0.48879,0.70058,0.51217,0.30858,0.37969,0.49534,0.51115,0.37556,0.68895,0.49627,0.48805
0.30329,0.50416,0.5106,0.50326,0.5188,0.48878,0.70007,0.51218,0.30883,0.38031,0.49534,0.51116,0.37637,0.6888,0.49627,0.48804
0.30374,0.50416,0.51094,0.50326,0.51922,0.48878,0.6995,0.51218,0.30896,0.38098,0.49535,0.51116,0.37712,0.68854,0.49627,0.48804
0.30428,0.50416,0.51127,0.50325,0.51964,0.48878,0.69903,0.51217,0.30921,0.38171,0.49534,0.51116,0.37779,0.68836,0.49628,0.48805
0.30477,0.50416,0.51168,0.50325,0.51997,0.48877,0.69851,0.51218,0.30946,0.38233,0.49535,0.51117,0.37859,0.68821,0.49629,0.48804
0.30522,0.50416,0.51202,0.50325,0.52038,0.48877,0.69795,0.51218,0.3096,0.38299,0.49535,0.51117,0.37933,0.68795,0.49629,0.48804
0.30575,0.50416,0.51235,0.50324,0.52078,0.48877,0.69747,0.51218,0.30985,0.38372,0.49535,0.51117,0.38001,0.68777,0.49629,0.48804
0.30624,0.50416,0.51275,0.50324,0.52111,0.48876,0.69696,0.51218,0.31011,0.38433,0.49535,0.51118,0.38079,0.68761,0.4963,0.48804
0.30669,0.50415,0.51308,0.50324,0.52151,0.48876,0.6964,0.51218,0.31025,0.38498,0.49535,0.51118,0.38153,0.68735,0.4963,0.48804
0.30723,0.50415,0.5134,0.50324,0.52191,0.48876,0.69593,0.51218,0.3105,0.3857,0.49535,0.51118,0.3822,0.68717,0.4963,0.48804
0.30772,0.50415,0.5138,0.50323,0.52223,0.48875,0.69541,0.51218,0.31076,0.38631,0.49535,0.51119,0.38297,0.687,0.49631,0.48804
0.30816,0.50415,0.51413,0.50323,0.52263,0.48875,0.69486,0.51218,0.31091,0.38696,0.49535,0.51119,0.3837,0.68674,0.49631,0.48803
0.30869,0.50415,0.51445,0.50323,0.52302,0.48875,0.69438,0.51218,0.31116,0.38767,0.49535,0.51119,0.38436,0.68656,0.49631,0.48804
